comparison,point_difference,ci_5pct,ci_95pct,share_first_better
risk_parity_minus_max_sharpe,0.11764748297728145,-0.4122803627664897,0.9465462316131585,0.709
finvader_tilt_minus_base,-0.03806888963499133,-0.17891572666684183,0.07906937528859798,0.294
